priority,id,title,body,true_label,model_pred,model_proba,heuristic_bucket,relation_type,contradiction_subtype,notes
HIGH (unexplained FP),tr06069,UPDATE 936 132 Kasus Covid 19 di RI Publik Diminta Cermati Klaim Temuan Obat Herbal,Jumlah Kasus Covid 19 di Indonesia masih terus bertambah sejak diumumkan pertama kali pada 2 Maret 2020 Hingga Kamis 6 8 2020 dari data yang dihimpun Satuan Tugas Penanganan Covid 19 pukul 12 00 WIB ada penambahan 1 882 kasus baru positif Covid 19 Penambahan kasus ini menyebabkan total kasus Covid 19 di Indonesia mencapai 118 753 kasus Data ini diperlihatkan Satgas Covid 19 dalam situs Covid19 go id yang di update pada Kamis sore Adapun dari 1 882 kasus baru Covid 19 ini didapatkan setelah pemerintah melakukan pemeriksaan 29 375 spesimen dari 13 423 orang dalam 24 jam terakhir Secara total pemerintah sudah melakukan pemeriksaan 1 633 156 spesimen dari 936 132 orang yang diambil sampelnya Dengan catatan satu orang bisa menjalani pemeriksaan spesimen lebih dari satu kali Dalam data yang sama pasien yang sembuh dari Covid 19 setelah melakukan dua kali pemeriksaan dengan metode polymerase chain reaction terus bertambah Ada penambahan 1 756 pasien Covid 19 yang baru saja sembuh dalam sehari Sehingga total pasien sembuh Covid 19 menjadi 75 645 kasus Sementara itu ada penambahan 69 kasus pasien yang meninggal dunia akibat Covid 19 sehingga total kasus menjadi 5 521 kasus,0,1,0.98,+no_signal_at_all,,,
HIGH (unexplained FP),tr06131,Pemerintah Soroti Jakarta Kesembuhan Rendah Kematian Tinggi,Menteri Koordinator bidang Perekonomian Airlangga Hartarto mengungkapkan Provinsi Jawa Tengah menjadi daerah dengan angka kesembuhan yang rendah namun memiliki tingkat kematian yang tinggi terkait virus corona Covid 19 Selain Jawa Tengah Provinsi Jawa Barat juga memiliki tingkat kesembuhan yang rendah Ada beberapa Provinsi dengan recovery rate di bawah rata rata nasional yaitu Jawa Tengah dan Jawa Barat dan dua provinsi dengan case fatality rate di atas rata rata nasional yaitu Jawa Tengah dan Jawa Timur kata Airlangga dalam konferensi pers secara virtual Jumat 18 9 Recovery rate dihitung dengan cara membagi jumlah pasien sembuh dengan jumlah total kasus positif lalu hasilnya dikalikan 100 Jika merujuk pada data harian pada 18 September 2020 jumlah pasien positif di Jawa Tengah sebanyak 18 942 kasus dan pasien sembuh mencapai 12 282 orang Dengan data tersebut maka recovery rate di Jawa Tengah per 18 September adalah 6 4 persen Sementara untuk jumlah pasien meninggal akibat Covid 19 sudah mencapai 1 203 Dengan demikian case fatality rate Jawa Tengah sebesar 6 3 persen Merujuk pada data nasional Kasus positif virus corona Covid 19 di Indonesia per Jumat 18 9 bertambah 3 891 orang sehingga total mencapai 236 519 kasus Dari jumlah itu 170 774 dinyatakan sembuh dan 9 336 meninggal dunia Sembilan provinsi mendapat sorotan dan penanganan khusus dari pemerintah dalam upaya menghentikan penularan Covid 19 Sembilan provinsi itu adalah DKI Jakarta Jawa Barat Jawa Tengah Jawa Timur Kalimantan Selatan Sulawesi Selatan Bali Sumatera Utara dan Papua Presiden Joko Widodo telah menugaskan Menteri Koordinator Bidang Maritim dan Investasi Luhut Binsar Pandjaitan dan Kepala BNPB Doni Monardo menurunkan kasus Covid 19 di sembilan provinsi itu Keduanya diberi waktu selama dua pekan terhitung sejak 15 September 2020,0,1,0.802,+no_signal_at_all,,,
HIGH (unexplained FP),tr06136,Pendapat Ahli soal CDC Sebut OTG Perlu Tes Covid 19,Ahli Epidemiolog dan Kesehatan Masyarakat dari Universitas Indonesia Pandu Riono menilai setiap orang yang pernah kontak dekat dengan pasien positif virus corona idealnya menjalani tes Sekalipun orang tersebut tanpa gejala Covid 19 asimptomatik ataupun belum menunjukkan gejala presimtomatik Pendapat Pandu merespons pembaruan panduan tes Covid 19 dari Pusat Pengendalian dan Pencegahan Penyakit CDC Amerika Serikat yang merekomendasikan orang tanpa gejala tak perlu tes sekalipun sudah kontak dekat dengan mereka yang positif Covid 19 Saya nggak tahu kalau CDC kan itu sangat dipengaruhi kebijakan Trump ya Jadi kadang kadang seringkali Trump kan tidak suka testing Jadi mengurangi keharusan testing kata Pandu menduga Padahal kan ini risiko tinggi kalau sudah kontak dengan orang yang positif Covid 19 sambung dia lagi ketika dihubungi CNNIndonesia com melalui sambungan telepon Pandu mengakui memang tak semua orang atau seluruh orang serta merta harus melakukan tes Covid 19 Tetap terdapat kriteria salah satunya menurut dia ketika orang itu tergolong berisiko Dan kontak dekat dengan orang yang positif virus corona atau kontak selama setidaknya 15 menit menjadikan seseorang masuk dalam kategori rentan dan sebaiknya menjalani tes Karena virus corona ini kan penularannya rawan mudah menular begitu Apalagi kalau dibilang oh dia kontak 15 menit di mana di dalam ruang Ya sudah tes Seperti di Korea Selatan itu jadi banyak yang ketahuan tutur Pandu Kendati mengakui kemampuan tes Covid 19 di Indonesia masih terbatas namun ia menyarankan selagi dimungkinkan maka orang yang paling berisiko tetap wajib menjalani tes Kalau memungkinkan tes kata dia Kita merujuknya pada logika Logika kita kan ingin memutus rantai penularan Kalau di DKI di mana testing nya kapasitasnya bagus ya testing saja Atau kalau testing nya terbatas diisolasi langsung ucap Pandu lagi Namun begitu Pandu percaya sebentar lagi keterbatasan kapasitas pengujian atau tes Covid 19 ini bisa diatasi ketika sudah ada tes antigen Ia menjelaskan tes antigen memang tak lebih akurat dibanding tes PCR Tapi tak seperti tes antibodi tes antigen ini bisa mendeteksi virus Nah sebentar lagi ini katanya sudah diproduksi tes antigen di Indonesia kerja sama dengan Korea di Bandung Ini jauh lebih cepat dan lebih murah walaupun less acurat akurasinya nggak sama dengan dari PCR tapi lebih cepat dan mendeteksi virus bukan antibodi terang dia Sebelumnya CDC mengubah pedoman dengan tak lagi merekomendasikan setiap orang untuk menjalani tes Covid 19 Orang yang sudah kontak dekat dengan pasien positif virus corona namun tanpa gejala atau tak menunjukkan gejala maka tak direkomendasikan melakukan tes Kecuali orang tersebut termasuk kelompok rentan di tengah populasi yang berisiko atau mendapat rekomendasi petugas pelayanan kesehatan Jika Anda telah melakukan kontak dekat berjarak 6 kaki dengan orang yang terinfeksi Covid 19 setidaknya selama 15 menit tapi kemudian Anda tak bergejala maka Anda tak perlu melakukan tes kecuali Anda adalah individu yang rentan atau pelayanan kesehatan setempat merekomendasikan Anda untuk melakukan tes terang CDC yang dipublikasikan di laman resmi pada 24 Agustus 2020,0,1,0.671,entity_substitution_missed,,,
HIGH (unexplained FP),tr06348,PA 212 Kukuh Gelar Reuni di Senayan dengan Protokol Covid,Ketua Persaudaraan Alumni PA 212 Bernard Abdul Jabbar mengatakan tetap berencana menggelar Reuni 212 dengan mematuhi protokol kesehatan di Monumen Nasional Monas pada 2 Desember mendatang Hal itu merespons Pimpinan Pondok Pesantren Buntet Cirebon Jawa Barat Adib Rofiuddin Izza yang berharap rencana reuni PA 212 ditunda Kita sih insyallah akan reuni tapi dengan menjaga protokol kesehatan ya dan ini insyallah karena momennya 2 Desember Makanya kita tetap tiap tahun menggelar pada 2 Desember kata Bernard kepada CNNIndonesia com Senin 16 11 Bernard menuturkan pihaknya tengah mencari alternatif lain apabila Monas tak diizinkan oleh Pemprov DKI Jakarta digunakan untuk reuni Agenda reuni 212 diketahui selalu rutin digelar di kawasan Monas tiap tahun Ia memperkirakan massa yang hadir pada reuni 212 mendatang tak sebanyak pada tahun tahun sebelumnya agar protokol kesehatan tetap terjaga Makanya kita sekarang masih cari alternatif tempat lain yang insyaallah bisa memungkinkan Kalau misalnya Monas dapat izin ya kita lakukan di Monas Kalau tidak ya kita cari alternatif lain tambah Bernard Kendati demikian Bernard menyayangkan bila pemprov DKI nantinya tak mengizinkan reuni 212 tahun ini Ia membandingkan dengan pelaksanaan Pilkada Serentak 2020 yang akan tetap digelar pada 9 Desember mendatang Kalau reuni 212 enggak boleh ngapa pilkada diizinin Kan ngumpulin orang juga itu Kalau memang enggak diizinin rata dong adil Pilkada juga jangan diizinkan kata Bernard Sebelumnya PA 212 berencana menggelar reuni 212 di Monas seiring kepulangan Imam Besar Front Pembela Islam FPI Rizieq Shihab ke Indonesia Meski Wakil Gubernur DKI Jakarta Ahmad Riza Patria mengatakan hingga saat ini pihaknya belum memberikan izin karena kawasan Monas belum dibuka selama penerapan Pembatasan Sosial Berskala Besar PSBB transisi PSBB transisi masih berlaku sampai 28 November mendatang Penerapan PSBB ini dapat diperpanjang secara otomatis hingga 6 Desember 2020 apabila kasus positif covid 19 masih terus meningkat Sementara Pimpinan Ponpes Buntet Adib Roifuddin Izza menyarankan rencana reuni itu ditunda demi menghindari potensi kerumunan yang akan muncul,0,1,0.633,entity_substitution_missed,,,
HIGH (unexplained FP),tr06448,Uji Klinis Selesai BPOM Aspek Keamanan dan Mutu Vaksin Moderna Baik,Kepala Badan Pengawas Obat dan Makanan BPOM Penny K Lukito mengatakan nantinya vaksin yang akan diberikan kepada masyarakat merupakan yang memiliki khasiat terjamin keamanan dan efektivitasnya Ia menyebut kini BPOM sedang menganalisa data terkait vaksin Sinovac sebelum diterbitkan izin penggunaan atau emergency use of authorization EUA Sebagaimana diarahkan oleh bapak Presiden menjadi komitmen dari pemerintah dalam hal ini untuk vaksinasi tentunya harusnya dilakukan oleh vaksin yang memenuhi khasiat keamanan dan efektivitasnya sehingga itu akan menjadi komitmen BPOM juga untuk terus menjaga analisa Nanti pada waktunya sekarang proses itu sedang berjalan BPOM nanti akan memberikan emergency use authorization EUA pada waktunya nanti kata Penny usai ratas yang disiarkan di YouTube Setpres Senin 23 11 2020 Penny mengatakan saat ini pihaknya masih menganalisa data data jika telah selesai dianalisa nantinya BPOM baru akan menerbitkan izin EUA terhadap vaksin Sinovac Meski masih menunggu hasil analisa berdasarkan hasil pantauan uji klinik yang telah selesai Penny mengatakan aspek mutu vaksin Sinovac baik Sekarang data data sedang dianalisa Tentunya walaupun uji klinik sudah selesai alhamdulillah aspek keamanan dan uji klinik pantauannya baik aspek mutu dari vaksin Sinovac juga baik ujar Penny Sekarang kita sedang menunggu proses analisa sehingga nanti aspek keamanan bisa kita dapatkan dan kita bisa berikan emergency use authorization sehingga vaksinasi bisa dilakukan ungkapnya Sementara itu Menkes Terawan Agus Putranto mengatakan Kemenkes melakukan upaya penyiapan terkait vaksinasi COVID 19 Adapun Kemenkes menyiapkan mulai dari sumber daya manusia fasilitas sarana prasarana simulasi terkait vaksinasi dan simulasi terkait pendistribusian vaksin Juga melakukan simulasi simulasi mengenai bagaimana pendistribusiannya semua detil supaya kita tahu betul apa yang harus dilengkapi apa yang harus dikerjakan supaya disaat pelaksanaannya tidak terjadi hambatan maupun pelambatan kata Terawan dalam kesempatan yang sama Terawan mengatakan upaya penyiapan dan simulasi vaksinasi akan terus dilakukan agar berjalan lancar Pihaknya akan menyiapkan sarana prasarana terkait vaksinasi Kami menyiapkan semua sarana prasarananya dan mudah mudahan bisa berlangsung dengan baik bila nanti tiba waktunya kita melaksanakan vaksinasi ujar Terawan,0,1,0.461,entity_substitution_missed,,,
HIGH (unexplained FP),tr06616,Satgas Apresiasi Keberanian Lurah Kemang Razia Prokes Waroeng Brothers,Juru bicara Satgas Penanganan COVID 19 Wiku Adisasmito mengapresiasi keberanian Lurah Cipete Utara Nurcahya saat melakukan razia protokol kesehatan prokes Keberanian Nurcahya diharapkan menjadi inspirasi bagi kepala daerah lainnya Satgas pusat mendengar pengeroyokan terhadap lurah di Jaksel saat razia prokes Kejadian ini tak seharusnya terjadi dan jangan terulang kembali kata Wiku dalam siaran di YouTube Sekretariat Presiden Selasa 15 12 2020 Dia mengatakan razia dilakukan untuk melindungi masyarakat dari penularan COVID 19 Wiku menegaskan pihak yang menghalangi kegiatan razia protokol kesehatan bahkan hingga melakukan tindakan penganiayaan terhadap petugas harus ditindak petugas berwenang Dia mengimbau kepada masyarakat untuk melapor kepada Satgas daerah dan pihak berwajib bila mendapati pelanggaran Menurutnya pengawasan pelanggaran protokol kesehatan harus dilakukan bersama agar memberi efek jera sehingga pelanggaran tak berulang Wiku memberi apresiasi kepada Nurcahya yang tetap berani melakukan razia protokol kesehatan Dia berharap kejadian serupa tak terulang Atas nama Satgas saya ucapkan kepada pemimpin daerah dan lingkungan salah satunya Lurah Cipete Utara yang tidak kenal lelah dan takut mengawasi pemberlakuan prokes di lingkungannya Saya berharap adanya kejadian serupa seperti di minggu lalu tak jadi preseden buruk atau jadi ketakutan dalam bertugas ungkapnya Sebaliknya pimpinan daerah dan lingkungan dapat mengambil inspirasi serta motivasi dari keberanian lurah ini dalam melindungi warganya dari bahaya COVID 19 sambung Wiku,0,1,0.596,entity_substitution_missed,,,
HIGH (unexplained FP),tr06763,Update Corona Jabar 13 Agustus 27 683 Positif 17 836 Sembuh,Kasus positif virus corona Covid 19 di DKI Jakarta pada Kamis 13 8 bertambah 621 kasus Dengan demikian total kasus positif di ibu kota sampai saat ini sebanyak 27 863 kasus Dari jumlah tersebut 9 044 berstatus kasus aktif atau masih dalam perawatan di rumah sakit atau menjalani isolasi mandiri Kepala Bidang Pencegahan dan Pengendalian Penyakit Dinas Kesehatan Provinsi DKI Jakarta Dwi Oktavia menjelaskan dari total kasus positif sebanyak 17 836 orang dinyatakan telah sembuh dan 981 orang meninggal dunia Untuk positivity rate atau persentase kasus positif sepekan terakhir di Jakarta sebesar 8 7 persen kata Dwi dalam keterangan tertulisnya Kamis 13 8 Menurut Dwi rasio kasus positif di Jakarta dalam sepekan terakhir ini masih di atas standar Badan Kesehatan Dunia atau World Health Organization WHO yakni 5 persen Kendati demikian angka rasio positif Jakarta masih jauh lebih rendah dibanding skala nasional yang mencapai 15 5 persen Ia memastikan saat ini Pemprov DKI terus meningkatkan kapasitas testing di Ibu Kota Ini dilakukan untuk menemukan kasus baru secara cepat agar dapat segera melakukan tindakan isolasi atau perawatan secara tepat Sehingga memperkecil potensi penularan Covid 19 ungkapnya Berdasarkan data Dinas Kesehatan Jakarta terkini telah dilakukan tes PCR sebanyak 6 087 spesimen Dari jumlah tes tersebut sebanyak 5 049 orang dites PCR hari ini untuk mendiagnosis kasus baru Hasilnya kata Dwi sebanyak 621 positif dan 4 428 negatif Dari 621 kasus positif tersebut 110 kasus adalah akumulasi data hari sebelumnya Untuk rate tes PCR total per 1 juta penduduk sebanyak 45 573 Jumlah orang yang dites PCR sepekan terakhir sebanyak 45 009 ujar Dwi,0,1,0.547,entity_substitution_missed+no_signal_at_all,,,
HIGH (unexplained FP),tr06817,Daftar Harga Swab PCR dan Antigen di Bandara Juanda,PT Angkasa Pura II Persero atau AP II menyediakan layanan tes covid 19 jenis Polymerase Chain Reaction PCR dan rapid test antigen di Bandara Soekarno Hatta Soetta Layanan tersebut untuk memudahkan masyarakat memenuhi syarat bepergian Direktur Utama AP II Muhammad Awaluddin mengatakan tarif PCR test dibanderol sebesar Rp800 ribu Harga tersebut turun dari sebelumnya Rp885 ribu Sementara hasil pemeriksaan keluar setelah 24 jam Sementara itu tarif rapid test antigen senilai Rp200 ribu untuk hasil 15 menit setelah pemeriksaan Serupa tarif ini turun dari sebelumnya Rp385 ribu AP II juga menyediakan layanan rapid test antibodi senilai Rp85 ribu Hasil tes tersebut akan diketahui 15 menit setelah pemeriksaan Kami bersama mitra operator Airport Health Center yakni Farmalab melakukan pembahasan untuk memastikan berbagai hal termasuk terkait suplai alat pengetesan sehingga tarif dapat lebih rendah ucap Awaluddin dalam siaran pers Penurunan tarif PCR test dan rapid test antigen ini tetap berlaku pada periode angkutan Natal dan Tahun Baru 2021 Bandara Soetta membuka layanan selama 24 jam untuk tes covid 19 tersebut Seperti diketahui pemerintah mewajibkan wisatawan yang akan berkunjung ke Bali melalui jalur darat dan laut untuk melakukan rapid test antigen Kebijakan berlaku mulai 18 Desember 2020 sampai 4 Januari 2021 Kebijakan ini diumumkan oleh Menteri Koordinator Bidang Kemaritiman dan Investasi Luhut Binsar Panjaitan Ia meminta rapid test antigen setidaknya dilakukan H 2 atau 2x24 jam sebelum keberangkatan ke Bali Kami minta untuk wisatawan yang akan naik pesawat ke Bali wajib melakukan tes PCR H 2 sebelum penerbangan ke Bali serta mewajibkan tes rapid antigen H 2 sebelum perjalanan darat masuk ke Bali kata Luhut Gambas Video CNN,0,1,0.672,entity_substitution_missed+no_signal_at_all,,,
HIGH (unexplained FP),tr06902,Tembus Rekor Harian 4 850 Kasus Jawa Barat Terbanyak,Penambahan harian kasus positif covid 19 menembus rekor tertinggi 4 850 per Kamis 8 10 Jumlah kumulatif kasus positif menjadi berjumlah 320 564 kasus Tambahan kasus harian ini berbeda tipis dengan catatan rekor sebelumnya pada 25 September lalu yakni 4 823 kasus Tiga daerah dengan sebaran kasus terbanyak yakni DKI Jakarta dengan 1 182 kasus Jawa Barat 597 kasus dan Jawa Tengah 348 kasus Kemudian secara berurutan disusul Jawa Timur dengan 347 kasus baru Riau 244 kasus Kalimantan Timur 238 kasus Sulawesi Selatan 213 kasus Papua Barat 210 kasus dan Sumatera Barat 201 kasus Sementara daerah dengan tambahan kasus di angka 100 yakni Aceh 169 kasus Banten 122 kasus Bali 107 kasus dan Sulawesi Tenggara 100 kasus baru Provinsi lainnya mencatat tambahan kasus baru di bawah 100 Lima daerah dengan tambahan kasus di bawah 10 yakni Bangka Belitung 2 kasus baru Maluku Utara 5 kasus baru Kalimantan Utara dan Sulawesi Barat masing masing mencatat 6 kasus baru dan Gorontalo 9 kasus baru Secara kumulatif kasus positif terbanyak berada di DKI Jakarta yakni 83 372 kasus disusul Jawa Timur 46 095 Jawa Barat 26 259 Jawa Tengah 25 26 Sulawesi Selatan 16 298 Akumulasi kasus sembuh terbanyak dicatat DKI Jakarta 26 280 kasus Jawa Timur 39 607 kasus Jawa Tengah 17 887 kasus Jawa Barat 15 966 dan Sulawesi Selatan 13 581 kasus Sementara catatan kasus meninggal terbanyak ada di Jawa Timur dengan 3 374 kematian DKI Jakarta 1 834 Jawa Tengah 1 472 Jawa Barat 527 dan Sumatera Utara 459 kasus Data nasional mencatat jumlah kasus positif per 8 Oktober 2020 sebanyak 320 564 kasus dengan kasus sembuh 244 060 kasus dan kematian 11 580 kasus,0,1,0.919,+no_signal_at_all,,,
HIGH (unexplained FP),tr06983,Direktur RSI Amal Sehat Sragen Meninggal Terpapar Corona,Wakil Direktur Non Medis RSI Amal Sehat Kabupaten Sragen Jawa Tengah Bambang HP meninggal dunia dengan status positif virus Corona atau COVID 19 Pihak rumah sakit telah melakukan tracing dan sebanyak 18 orang dengan kontak erat dengan almarhum menjalani tes swab Betul Wakil Direktur RSI meninggal dunia Hasil swab almarhum positif Corona ujar Direktur RSI Amal Sehat Sragen Rachmat Basoeki Soetarjo saat dihubungi wartawan Selasa 17 11 2020 Rachmat menjelaskan Bambang meninggal saat menjalani perawatan di RSUD dr Moewardi Solo Senin 16 11 Sebelumnya dokter yang berdomisili di Karanganyar itu sempat dirawat di RS PKU Muhammadiyah Karanganyar Kemungkinan penularan keluarga di Karanganyar Sudah di tracing di rumah hanya dengan istrinya saja Istrinya tadi pagi sama sama di tracing oleh DKK Karanganyar tinggal nunggu hasilnya terangnya Sebagai langkah lanjutan lanjut Rachmat pihaknya telah melakukan tracing para pihak yang kemungkinan berkontak dengan Bambang Hasilnya 18 orang menjalani tes swab di Dinas Kesehatan Kabupaten Sragen hari ini dengan hasil negatif Rachmat juga memastikan pelayanan di RSI Amal Sehat Sragen tetap berjalan seperti biasa Meski begitu sejumlah ruangan yang pernah didatangi oleh almarhum di RSI Amal Sehat Sragen telah disemprot disinfektan Sudah kami lakukan kemarin langsung begitu meninggal jam 14 00 WIB langsung sekitar jam 16 00 WIB ruangan beliau dan sekitar yang didatangi beliau kita sudah fogging disinfektan semuanya Besok pagi diulang lagi urainya,0,1,0.876,+no_signal_at_all,,,
HIGH (unexplained FP),tr07006,Safari Kapolda Metro Fadil Imran dari Pangdam ke Basuki Tjahaja Purnama,Setelah dilantik sebagai Kapolda Metro Jaya Irjen Fadil Imran langsung tancap gas Mengawali masa jabatannya sebagai orang nomor 1 di Polda Metro Jaya ia melakukan safari dengan mengunjungi Pangdam Jaya Mayjen TNI Dudung Abdurachman hingga Gubernur DKI Jakarta Anies Baswedan Tiga hari pasca dilantik sebagai Kapolda Metro Jaya tepatnya Senin 23 11 kemarin Irjen Fadil Imran bertandang ke Markas Kodam Jaya Mantan Kapolda Jawa Timur ini bersilaturahmi dengan Pangdam Jaya Mayjen TNI Dudung Abdurachman Dalam sambutannya Fadil berbicara mengenai tantangan TNI Polri ke depan yang tidak ringan untuk dihadapi Kedatangan saya ke sini yang pertama memperkenalkan diri sebagai pejabat Kapolda yang baru yang kedua Kodam Jaya dan Polda Metro Jaya dalam pelaksanaan tugas ke depan menghadapi tantangan yang tidak ringan kata Fadil kepada wartawan di Markas Kodam Jaya Jalan Mayjen Sutoyo Cililitan Jakarta Timur Senin 23 11 2020 Seusai berkunjung ke Pangdam Jaya Fadil Imran menemui Gubernur DKI Jakarta Aniews Baswedan di Balai Kota DKI Jakarta Jl Medan Merdeka Selatan Jakarta Pusat Kedatangannya disambut hangat oleh Anies Baswedan Irjen Fadil Imran mengatakan kunjungannya ke Balai Kota untuk bersilaturahmi memperkenalkan dirinya sebagai Kapolda Metro Jaya yang baru sekaligus membahas masalah situasi kamtibmas di wilayah DKI Jakarta Hari ini saya bersilaturahim ke Pak Gubernur DKI sebagai pejabat Kapolda Metro Jaya yang baru saya memperkenalkan diri kata Fadil Imran kepada wartawan di Balai Kota DKI Jakarta Jl Medan Merdeka Selatan Jakarta Pusat Senin 23 11 2020 Apa saja yang dibahas antara Kapolda Metro Jaya dengan Anies Apa pula bahasannya dengan Mayjen TNI Dudung Abdurachma Simak di halaman selanjutnya Selanjutnya Halaman 1 2 3 kapolda metro jaya kapolda metro jaya irjen fadil imran anies baswedan mayjen tni dudung abdurachman round up,0,1,0.866,entity_substitution_missed,,,
HIGH (unexplained FP),tr07112,Tim Gabungan di Solo Apel Kesiapsiagaan Tangani Bencana Musim Hujan,Tim gabungan di Tuban menggelar apel kesiapsiagaan terpadu Apel digelar untuk menghadapi musim hujan serta ancaman bencana hidrometeorologi Kapolres Tuban AKBP Ruruh Wicaksono mengatakan Tuban merupakan salah satu wilayah di Jawa timur yang memiliki lautan dan aliran Sungai Bengawan solo Sehingga Bumi Wali memiliki risiko bencana tinggi Kecamatan yang menjadi lintasan Bengawan Solo yakni Soko Rengel Plumpang dan Widang Di empat wilayah ini ada potensi bencana banjir baik yang diakibatkan intensitas hujan maupun luapan air dari hulu Ada empat wilayah kecamatan yang berpotensi banjir saat musim hujan karena dekat dengan bantaran Bengawan Solo jelas Kapolres Ruruh Senin 16 11 2020 Selain potensi banjir karena luapan Bengawan solo potensi bencana hidrometeorologi lainnya yakni banjir bandang angin puting beliung cuaca ekstrem dan tanah longsor Gelombang tinggi juga menjadi ancaman di wilayah Tuban Apel ini sebagai bentuk kesiapsiagaan dalam rangka mengantisipasi terjadinya bencana alam serta penanggulangannya khususnya di masa pandemi COVID 19 imbuhnya Apel kesiapsiagaan digelar di lapangan Polres Tuban dan dipimpin langsung oleh AKBP Ruruh Serta dihadiri oleh Forkopimda Para PJU dan melibatkan ratusan personel gabungan dari polisi TNI Satpol PP BPBD Damkar dan Dishub,0,1,0.924,+no_signal_at_all,,,
HIGH (unexplained FP),tr07152,MUI Ungkap Alasan Penyelenggara Acara Megamendung Mangkir Diperiksa,Dua orang panitia penyelenggara acara yang menimbulkan kerumunan di Megamendung Bogor mangkir dari pemeriksaan Polda Jabar Apa alasan kedua orang diduga penyelenggara itu mangkir Ada agenda yang sudah terjadwal sebelumnya ujar Wakil Sekretaris Umum FPI Aziz Yanuar kepada detikcom Rabu 9 12 2020 Dua orang berinisial UA dan HMA tersebut sedianya bakal diperiksa di tingkat penyidikan pada Selasa 8 12 kemarin Pemeriksaan dilakukan di Bogor Namun keduanya tak memenuhi panggilan polisi Polisi pun akan kembali melayangkan surat panggilan yang kedua Apakah dua penyelenggara akan hadir pada panggilan kedua Nanti kita lihat saja kata Azis Polda Jabar meningkatkan status hukum berkaitan dugaan pelanggaran Pembatasan Sosial Berskala Besar PSBB saat acara yang dihadiri Habib Rizieq Syihab di Megamendung Bogor Perkara tersebut naik penyidikan Sekadar diketahui Habib Rizieq menghadiri peletakan baru pertama pembangunan Pondok Pesantren Ponpes Alam Agrokultural Markaz Syariah DPP FPI di Desa Kuta Kecamatan Megamendung Kabupaten Bogor Jumat 13 11 Kegiatan tersebut menimbulkan kerumunan massa di tengah situasi pandemi COVID 19 Terlebih Pemkab Bogor melalui keputusan bupati kepbup menyebutkan area Bogor masih menjalani PSBB pra adaptasi kebiasaan baru AKB Dalam kepbup itu tertuang sejumlah aturan terkait batasan kerumunan massa Simak juga video 6 Pengikut HRS Mati Ditembak Polisi FPI Ungkap Kondisi Jenazahnya Gambas Video 20detik,0,1,0.764,entity_substitution_missed,,,
HIGH (unexplained FP),tr07349,Terungkap Pelesiran Pinangki ke Paman Sam Hanya soal Hidung Dioperasi,Jaksa Pinangki Sirna Malasari menggunakan sebagian uang suap yang diberikan Djoko Tjandra di Amerika Serikat AS Jaksa Pinangki menggunakan uang tersebut dari mulai melakukan operasi plastik hingga kontrol payudara Hal tersebut diungkap adik Pinangki Pungki Primarini yang bersaksi dalam persidangan yang digelar di PN Tipikor Jl Bungur Raya Jakarta Pusat Senin 30 11 2020 Pungki mengaku ikut bersama Pinangki ke AS kala itu bersama anak Pinangki dan kedua orang tuanya menggunakan pesawat Emirates Airlines Saya dan terdakwa bersama ibu saya dan Bima anak terdakwa usia empat tahun ujar Pungki dalam kesaksiannya Seingat Pungki Pinangki sudah 3 kali ke Negeri Paman Sam Menurut Pungki Pinangki ke AS untuk keperluan operasi hidung dan kontrol payudara Setahu saya waktu itu untuk ke dokter operasi hidung untuk sinusnya terdakwa kemudian cek kontrol payudara cancer mungkin imbuhnya Selama di AS Pungki mengaku menginap di Trump Tower Semua biaya penginapan dan biaya hidup di sana disebut Pungki dibayar oleh Pinangki Kakak saya yang bayar kata Pungki Jaksa lantas membacakan berita acara pemeriksaan BAP Pungki Dalam BAP itu tertulis keterangan Pungki saat proses penyidikan bahwa Pinangki setiap beberapa bulan sekali mengirimkan uang kepadanya yang nilainya ratusan juta rupiah Dalam BAP Saudara mengatakan terkadang terdakwa kirim uang ke rekening saya 3 bulan 5 bulan 6 bulan sekali Nilai yang dikirim paling sedikit Rp 100 juta paling besar Rp 500 juta ke rekening BCA apa benar tanya jaksa ke Pungki Betul Saya tahu nominal pas diperiksa Kejagung Karena saya ditunjukkan rekening koran saya jawab Pungki Simak video Adik Ungkap Tujuan Pinangki ke AS Kontrol Payudara Gambas Video 20detik,0,1,0.791,+no_signal_at_all,,,
